order_item_id,bill_id,restaurant_location,menu_item_id,menu_category,quantity_ordered,unit_selling_price,item_subtotal_amount,preparation_time_minutes,item_notes,beverage_temperature
OI5356,B516,Rome,M7,Pasta,3,321,856,0,,Hot
OI5357,B2204,MILAN ,M42,Pasta,2,387,1141,35,Extra cheese,
OI5358,B1472,ROME,MX2,PASTA,2,454,517,22,,
OI5359,B3239,MILAN ,M29,Beverage,2,683,996,79,,
OI5360,B3147,ROME,M35,Pizza ,3,308,1268,0,Extra cheese,
OI5361,B2756,milan,MX1,Beverage,1,655,281,15,,Cold
OI5362,B1289,MILAN ,M35,PASTA,1,501,663,10,,Hot
OI5363,B2249,Florence,M15,Beverage,3,730,812,65,,
OI5364,B1672,milan,M11,Pizza ,3,528,1447,10,,
OI5365,B1703,ROME,M28,pizza,1,534,264,28,Extra cheese,Hot
OI5366,B2373,MILAN ,M29,pizza,3,433,615,0,Extra cheese,
OI5367,B1784,Milan,M11,Beverage,3,554,1482,12,Extra cheese,
OI5368,B2854,ROME,M13,Beverage,2,642,1372,82,,
OI5369,B1202,milan,M30,Pizza ,2,783,550,36,,Hot
OI5370,B503,milan,M45,Pasta,3,690,990,12,Extra cheese,
OI5371,B2842,Florence,M33,Pizza ,2,202,757,37,,
OI5372,B1831,ROME,M11,pizza,1,324,224,89,Extra cheese,Cold
OI5373,B1121,Florence,M41,pizza,3,481,268,0,,Hot
OI5374,B3829,Florence,M46,Pasta,3,652,622,117,,
OI5375,B1629,ROME,M21,Pasta,3,256,917,0,,
OI5376,B910,Rome,M18,pizza,1,407,510,0,,Hot
OI5377,B1945,Florence,M1,PASTA,1,767,1225,26,Extra cheese,
OI5378,B760,Florence,M15,pizza,3,738,640,119,,Hot
OI5379,B2055,MILAN ,M38,Pizza ,1,728,1452,100,,
OI5380,B2709,Rome,M49,pizza,2,700,1103,86,,Hot
OI5381,B2725,Florence,M6,Pasta,3,473,586,0,,
OI5382,B2616,MILAN ,M16,Beverage,2,560,413,0,,Hot
OI5383,B1291,Milan,M13,Pasta,3,569,1500,37,,Hot
OI5384,B2650,MILAN ,M47,pizza,3,791,339,106,,Hot
OI5385,B474,Rome,M29,pizza,3,567,240,17,,Cold
OI5386,B2503,milan,M45,pizza,1,254,848,107,,Hot
OI5387,B1332,Milan,M24,PASTA,3,624,764,61,Extra cheese,
OI5388,B828,Florence,M36,Pizza ,2,529,1476,40,Extra cheese,Hot
OI5389,B1609,Rome,M44,Pizza ,2,401,261,0,Extra cheese,Cold
OI5390,B1286,milan,M3,Pizza ,3,649,595,0,Extra cheese,Cold
OI5391,B2089,Rome,M5,Pizza ,2,540,850,78,Extra cheese,
OI5392,B487,Rome,M6,Pizza ,1,695,693,22,,Hot
OI5393,B761,Milan,MX2,Beverage,3,271,790,17,,
OI5394,B2338,Milan,M29,Pizza ,1,245,514,0,Extra cheese,Hot
OI5395,B1166,milan,M39,pizza,1,612,369,0,,
OI5396,B3851,milan,M27,Beverage,3,773,443,99,Extra cheese,
OI5397,B3086,milan,M15,Beverage,2,243,312,0,,
OI5398,B2612,milan,M39,Pasta,3,421,549,0,Extra cheese,Hot
OI5399,B244,Milan,M41,PASTA,1,553,1403,0,,
OI5400,B3900,MILAN ,M17,PASTA,3,505,575,12,,
OI5401,B2855,Milan,M39,Pasta,3,744,678,0,,
OI5402,B2807,milan,M23,Pizza ,1,407,716,0,Extra cheese,
OI5403,B1122,Milan,M20,pizza,1,722,214,36,,Cold
OI5404,B3933,Milan,M48,pizza,3,570,1485,25,,Cold
OI5405,B1296,Rome,M10,pizza,2,573,249,70,,Hot
OI5406,B3327,milan,M43,pizza,1,300,1091,95,,Cold
OI5407,B2204,MILAN ,M15,Pizza ,2,425,334,0,Extra cheese,Hot
OI5408,B208,Rome,M11,PASTA,1,435,625,14,,
OI5409,B3035,Milan,M16,Pasta,1,243,1112,5,,Hot
OI5410,B3479,Florence,M39,pizza,3,741,273,107,Extra cheese,
OI5411,B405,Rome,M48,pizza,2,272,385,34,,
OI5412,B988,Florence,M2,Beverage,3,502,1025,0,Extra cheese,
OI5413,B298,ROME,M38,Pizza ,3,731,587,92,,Hot
OI5414,B1129,Milan,M41,Pizza ,2,551,327,0,,
OI5415,B329,milan,M39,Pasta,2,323,516,64,Extra cheese,Hot
OI5416,B246,ROME,M38,pizza,2,616,849,79,Extra cheese,
OI5417,B541,MILAN ,M28,PASTA,1,486,637,0,,Hot
OI5418,B522,Florence,M23,PASTA,3,579,987,0,,Hot
OI5419,B1170,Florence,M47,Pasta,2,490,802,99,Extra cheese,
OI5420,B1367,Milan,M34,Beverage,2,206,435,61,,
OI5421,B2362,Milan,M11,Pasta,2,399,747,0,,Cold
OI5422,B1029,ROME,M8,PASTA,3,727,758,99,Extra cheese,Hot
OI5423,B2569,milan,M27,Pasta,2,616,380,0,,Cold
OI5424,B2626,Milan,M5,Pasta,1,501,1418,96,,
OI5425,B1353,Rome,M27,Beverage,3,761,887,37,,
OI5426,B2481,Rome,M4,Beverage,2,321,1300,109,,Cold
OI5427,B762,Milan,M42,Pasta,2,414,646,0,,Cold
OI5428,B1633,milan,M16,Pasta,1,413,651,35,,Cold
OI5429,B3982,ROME,M37,pizza,2,745,1389,0,,
OI5430,B3706,MILAN ,M32,pizza,3,548,611,0,,Hot
OI5431,B2038,MILAN ,M47,Beverage,1,627,797,114,Extra cheese,
OI5432,B3442,Rome,M49,Pasta,2,642,822,0,,
OI5433,B1130,Milan,M38,PASTA,1,699,302,0,,Hot
OI5434,B451,milan,M25,Pasta,2,679,1145,31,,Cold
OI5435,B3548,milan,MX2,pizza,2,310,659,76,,
OI5436,B68,Rome,M7,Beverage,3,489,961,96,Extra cheese,Cold
OI5437,B1802,milan,M42,pizza,3,442,793,0,,Cold
OI5438,B2507,Rome,M11,Beverage,1,251,533,29,,
OI5439,B3477,ROME,M10,Beverage,1,599,1013,7,,
OI5440,B1777,milan,M19,Pasta,2,479,1461,108,,
OI5441,B2554,Rome,M32,Pasta,2,651,990,7,Extra cheese,Hot
OI5442,B73,Florence,M49,Pasta,1,762,242,6,,Hot
OI5443,B3958,Milan,M36,Pasta,1,718,529,0,,Cold
OI5444,B901,MILAN ,M26,Beverage,3,493,1116,71,,
OI5445,B1665,Florence,M12,PASTA,2,539,1363,26,Extra cheese,
OI5446,B2349,Milan,M31,pizza,3,645,1249,28,Extra cheese,Cold
OI5447,B1381,ROME,M11,Beverage,3,362,854,116,,Hot
OI5448,B3940,Florence,M41,Pizza ,2,730,285,14,,Cold
OI5449,B1412,Rome,M35,Beverage,2,657,499,112,Extra cheese,Cold
OI5450,B617,Rome,M22,Beverage,1,692,820,94,,Hot
OI5451,B2376,ROME,M46,pizza,3,237,943,25,,
OI5452,B1526,milan,M34,Beverage,1,275,639,0,,
OI5453,B3813,Milan,M26,Pizza ,3,404,1196,34,,Cold
OI5454,B301,Florence,M16,Beverage,1,592,753,0,Extra cheese,
OI5455,B2576,Rome,M1,PASTA,1,754,667,0,,Cold
OI5456,B2487,Florence,M20,Pasta,2,313,515,19,,
OI5457,B2558,ROME,M13,PASTA,1,533,1208,25,,Cold
OI5458,B1516,milan,M35,pizza,3,664,749,15,,Hot
OI5459,B126,milan,M17,Beverage,1,486,875,0,Extra cheese,
OI5460,B1515,ROME,M7,pizza,2,750,1168,38,Extra cheese,Hot
OI5461,B986,MILAN ,M40,Pasta,1,734,949,0,,Cold
OI5462,B1452,Florence,M34,Pasta,3,452,550,5,,Cold
OI5463,B3644,milan,M42,Pasta,2,374,840,120,,Cold
OI5464,B2201,MILAN ,M35,PASTA,2,668,873,0,Extra cheese,Hot
OI5465,B2085,Rome,M42,Pasta,1,520,1155,86,Extra cheese,Cold
OI5466,B3369,ROME,M10,pizza,2,281,865,30,,
OI5467,B492,Milan,M48,pizza,1,202,1078,86,Extra cheese,
OI5468,B1552,Rome,M41,PASTA,3,341,542,29,Extra cheese,
OI5469,B2436,Florence,MX2,Beverage,1,415,416,99,Extra cheese,Hot
OI5470,B495,Florence,MX1,pizza,1,450,218,0,,Cold
OI5471,B2594,milan,M23,PASTA,2,438,338,22,Extra cheese,Cold
OI5472,B1197,ROME,M40,Beverage,1,629,796,37,,Cold
OI5473,B3051,Florence,M15,Pasta,2,404,879,0,,Hot
OI5474,B287,Rome,M18,PASTA,2,787,880,0,Extra cheese,Hot
OI5475,B2764,MILAN ,M39,Beverage,1,208,895,25,,
OI5476,B123,MILAN ,M38,Pizza ,2,492,1277,6,,Hot
OI5477,B1241,Rome,M21,pizza,1,427,1413,0,,
OI5478,B1864,Rome,M18,Pasta,2,675,1228,114,,Hot
OI5479,B759,Rome,M17,pizza,1,203,1196,0,Extra cheese,
OI5480,B3609,MILAN ,M24,PASTA,1,521,1113,118,,Hot
OI5481,B1060,ROME,M36,Beverage,2,545,947,28,Extra cheese,Cold
OI5482,B3970,milan,M8,Beverage,3,332,1278,40,,Cold
OI5483,B3693,Florence,M38,Beverage,3,215,1335,109,,
OI5484,B3418,Milan,M9,PASTA,3,398,902,108,,Cold
OI5485,B3341,Rome,M43,pizza,2,642,1166,0,,
OI5486,B3303,Florence,M35,pizza,1,677,404,22,Extra cheese,Cold
OI5487,B3931,MILAN ,M36,Pasta,3,207,1154,30,,Cold
OI5488,B3858,Milan,M10,PASTA,2,233,1239,19,Extra cheese,Cold
OI5489,B118,Rome,M28,Beverage,2,517,1403,0,,Hot
OI5490,B1503,ROME,M43,Beverage,1,694,212,6,Extra cheese,
OI5491,B3201,Milan,M10,Beverage,1,259,511,0,,Cold
OI5492,B738,ROME,M19,Pizza ,2,469,1376,39,Extra cheese,
OI5493,B3767,Milan,M22,Pizza ,2,476,703,0,,
OI5494,B2017,Milan,MX2,PASTA,1,624,651,0,,Hot
OI5495,B1253,Rome,M33,PASTA,2,288,949,0,Extra cheese,
OI5496,B1726,Florence,M31,pizza,1,650,433,79,,
OI5497,B2533,Rome,M1,Pasta,1,774,712,26,Extra cheese,Cold
OI5498,B1479,Rome,M36,Pasta,2,363,771,0,Extra cheese,
OI5499,B3649,milan,M40,PASTA,3,242,714,96,Extra cheese,Hot
OI5500,B3367,ROME,M47,Beverage,2,729,430,73,Extra cheese,
OI5501,B2780,Florence,M41,Pizza ,2,424,1415,34,,Hot
OI5502,B2157,Florence,M27,Pasta,3,698,1273,78,Extra cheese,Hot
OI5503,B896,milan,M14,Pizza ,1,305,565,120,,
OI5504,B3118,Rome,M30,Pizza ,3,743,624,31,Extra cheese,Hot
OI5505,B3799,ROME,M16,Pasta,3,768,938,8,,Hot
OI5506,B1132,Milan,M3,PASTA,3,376,1186,17,,Hot
OI5507,B359,MILAN ,M9,Beverage,3,678,304,30,,Hot
OI5508,B2753,MILAN ,M17,pizza,1,257,1393,38,Extra cheese,Hot
OI5509,B2263,MILAN ,M24,Beverage,1,574,223,117,Extra cheese,
OI5510,B1378,Rome,M6,Beverage,2,215,851,109,,Cold
OI5511,B1046,Milan,M8,Pizza ,1,657,506,93,,Hot
OI5512,B1458,MILAN ,M29,Pizza ,2,484,718,38,,
OI5513,B3265,MILAN ,M17,Pizza ,3,241,533,0,,Hot
OI5514,B740,Florence,M27,Pizza ,3,338,1079,66,Extra cheese,Hot
OI5515,B3400,ROME,M16,Pasta,2,523,1468,115,,Hot
OI5516,B1885,ROME,M41,PASTA,2,764,366,23,,Hot
OI5517,B299,Rome,M8,pizza,3,623,712,101,Extra cheese,
OI5518,B3503,Florence,M31,Pasta,3,626,821,29,,
OI5519,B221,Milan,M4,Beverage,1,700,696,0,,
OI5520,B3603,MILAN ,M14,Beverage,2,343,1393,40,Extra cheese,
OI5521,B2033,milan,M34,Beverage,1,203,1391,0,,Hot
OI5522,B518,Milan,M39,PASTA,3,727,277,0,,Cold
OI5523,B2135,ROME,M1,Pasta,1,781,423,92,,Cold
OI5524,B2001,MILAN ,M14,Pizza ,3,709,344,98,,Cold
OI5525,B1668,milan,M36,Pasta,3,200,1043,94,,Hot
OI5526,B814,Rome,M35,pizza,1,571,1368,0,,
OI5527,B1293,Rome,M20,Pizza ,3,564,648,39,,
OI5528,B534,ROME,M48,pizza,2,494,274,88,,Cold
OI5529,B1580,Milan,MX2,PASTA,3,755,965,0,Extra cheese,
OI5530,B3512,Milan,M33,Pasta,1,461,1007,0,,Hot
OI5531,B3391,ROME,M22,Pasta,2,720,738,0,,Hot
OI5532,B1483,ROME,M24,Pizza ,2,336,1262,35,,
OI5533,B3824,Rome,M24,Pizza ,3,743,1253,0,,
OI5534,B439,milan,M25,PASTA,3,339,1061,27,,Cold
OI5535,B3931,MILAN ,M17,PASTA,3,254,1105,33,,Hot
OI5536,B343,ROME,M19,pizza,1,514,1123,112,Extra cheese,Cold
OI5537,B2746,MILAN ,M27,pizza,3,300,907,8,Extra cheese,
OI5538,B1350,MILAN ,M34,PASTA,1,646,991,0,Extra cheese,Cold
OI5539,B2938,Rome,M6,Beverage,3,496,729,70,Extra cheese,Cold
OI5540,B2450,Rome,M36,Beverage,2,442,878,36,,Hot
OI5541,B417,milan,M49,Beverage,2,520,380,0,Extra cheese,Hot
OI5542,B2473,ROME,M43,Beverage,1,440,249,107,Extra cheese,
OI5543,B1955,Milan,M9,Beverage,2,624,520,0,,Cold
OI5544,B3813,Florence,M24,PASTA,1,467,1363,0,,Hot
OI5545,B1731,Rome,M43,pizza,2,678,1079,19,,Cold
OI5546,B1597,Milan,M50,Pizza ,3,499,473,0,,
OI5547,B3584,milan,MX2,pizza,3,738,955,0,Extra cheese,Cold
OI5548,B508,Florence,M25,pizza,3,659,1378,40,,
OI5549,B1051,Milan,M2,Beverage,1,695,1037,0,,Hot
OI5550,B2839,Milan,M48,Pasta,1,534,996,76,Extra cheese,
OI5551,B2655,Florence,M41,pizza,3,371,589,0,Extra cheese,Cold
OI5552,B1884,MILAN ,M32,Pizza ,2,413,344,0,,
OI5553,B3760,Milan,M7,Pizza ,1,349,1156,96,Extra cheese,Hot
OI5554,B1363,MILAN ,M47,Beverage,2,448,516,37,Extra cheese,Cold
OI5555,B265,Florence,M31,Pizza ,2,258,576,0,Extra cheese,
OI5556,B473,Milan,M10,Pizza ,3,278,891,118,Extra cheese,
OI5557,B3048,ROME,M12,PASTA,2,677,926,0,,Cold
OI5558,B1548,MILAN ,M23,Pasta,3,523,451,91,,
OI5559,B1151,Milan,M7,Pizza ,2,564,1252,93,,Cold
OI5560,B1558,MILAN ,M10,Beverage,1,499,431,0,,
OI5561,B3704,Milan,M36,PASTA,3,319,560,26,,Hot
OI5562,B1474,MILAN ,M4,PASTA,2,501,475,0,,Cold
OI5563,B2024,Florence,M6,pizza,3,778,267,37,Extra cheese,Cold
OI5564,B3054,ROME,M30,pizza,1,504,679,20,,Cold
OI5565,B1658,MILAN ,M3,pizza,1,436,1058,73,,Hot
OI5566,B151,Milan,M24,PASTA,2,748,325,95,,Cold
OI5567,B3066,ROME,M49,PASTA,1,542,673,112,Extra cheese,Cold
OI5568,B3422,ROME,M2,Beverage,2,632,1233,98,,Cold
OI5569,B2841,Rome,M34,pizza,3,642,1088,0,,Hot
OI5570,B3810,ROME,M16,pizza,2,302,533,0,,
OI5571,B1988,Milan,M1,Pasta,3,341,661,0,,
OI5572,B2930,milan,M47,Beverage,1,391,959,64,,Hot
OI5573,B1947,Milan,M43,Beverage,2,682,227,0,,Hot
OI5574,B2956,Milan,M32,Beverage,1,741,501,6,,
OI5575,B794,Florence,M30,Pizza ,2,424,357,14,,
OI5576,B2435,milan,M17,PASTA,1,573,1480,14,,Cold
OI5577,B2813,Florence,M17,pizza,2,211,1154,0,,
OI5578,B2043,Florence,M34,PASTA,1,250,905,0,,Cold
OI5579,B1507,ROME,M44,PASTA,2,490,1439,95,Extra cheese,Cold
OI5580,B3355,ROME,M26,Pasta,1,643,668,5,Extra cheese,Hot
OI5581,B397,milan,M36,Pizza ,3,552,705,0,Extra cheese,Hot
OI5582,B473,Milan,M34,Pasta,3,775,1036,68,,
OI5583,B3302,milan,M15,Pasta,2,676,797,19,,
OI5584,B1254,Milan,M8,Beverage,2,580,1257,35,Extra cheese,
OI5585,B2829,Florence,M28,Beverage,3,692,1374,0,Extra cheese,Cold
OI5586,B3661,ROME,M4,Beverage,3,409,951,0,,Cold
OI5587,B3668,ROME,M9,PASTA,1,675,1497,35,,Hot
OI5588,B3230,Florence,M16,Pasta,3,639,1081,23,,Hot
OI5589,B1022,MILAN ,M8,Beverage,1,537,1154,17,,Hot
OI5590,B1457,Rome,M39,Pasta,2,219,943,83,,Hot
OI5591,B1361,ROME,M6,PASTA,3,610,285,0,,
OI5592,B444,ROME,M37,PASTA,1,345,1318,69,Extra cheese,
OI5593,B2733,Milan,M1,Pizza ,2,559,988,24,,
OI5594,B282,Rome,M39,PASTA,1,777,1016,0,,Hot
OI5595,B2718,milan,M50,PASTA,2,303,1018,0,,Cold
OI5596,B179,milan,M24,Beverage,3,487,721,25,Extra cheese,
OI5597,B70,MILAN ,M41,pizza,3,269,649,15,,Cold
OI5598,B992,Rome,M24,Beverage,2,435,1444,24,Extra cheese,Cold
OI5599,B2475,milan,MX2,Beverage,3,311,859,11,,Cold
OI5600,B3325,Rome,M16,pizza,1,290,1371,20,,Cold
OI5601,B589,Milan,M43,PASTA,2,479,1031,69,,Cold
OI5602,B2577,milan,M20,Beverage,3,302,621,13,Extra cheese,Cold
OI5603,B1736,Florence,M49,Pasta,1,304,320,78,,Cold
OI5604,B1984,milan,M36,Pizza ,2,427,1145,0,Extra cheese,Cold
OI5605,B548,milan,M14,Beverage,3,769,1039,95,Extra cheese,
OI5606,B3877,ROME,M5,Pizza ,1,560,1428,9,,Hot
OI5607,B1137,milan,M47,Pasta,3,348,726,68,,Cold
OI5608,B228,ROME,M40,Pasta,3,488,1403,14,,Cold
OI5609,B424,Florence,M2,Pasta,3,293,852,0,,Cold
OI5610,B3233,Florence,M35,Pasta,2,457,555,79,Extra cheese,
OI5611,B2952,milan,M28,PASTA,3,374,241,0,,
OI5612,B893,Rome,M38,Pasta,1,671,589,22,,
OI5613,B2692,Milan,M8,Pasta,1,634,378,112,,Hot
OI5614,B3530,Rome,M48,pizza,2,563,978,0,Extra cheese,Cold
OI5615,B296,Milan,M6,Pizza ,2,469,1130,0,Extra cheese,Hot
OI5616,B1759,Florence,M7,Beverage,2,236,1021,77,Extra cheese,
OI5617,B2184,Florence,M42,pizza,2,645,266,0,,
OI5618,B1185,MILAN ,M26,Pasta,1,332,248,91,,Cold
OI5619,B3273,Milan,M48,pizza,2,759,748,0,,
OI5620,B1163,Rome,M29,Beverage,3,486,1026,120,Extra cheese,Hot
OI5621,B1193,Rome,M35,PASTA,3,228,347,119,,Cold
OI5622,B1363,Florence,M45,Pasta,3,365,949,14,,Hot
OI5623,B623,ROME,M50,pizza,2,435,447,112,,Hot
OI5624,B1530,ROME,M12,pizza,2,376,607,6,,Hot
OI5625,B2100,milan,M44,pizza,1,494,726,0,,
OI5626,B3136,Florence,M6,Pasta,1,391,1127,35,,Hot
OI5627,B3895,Rome,M29,Beverage,2,778,1177,115,Extra cheese,
OI5628,B2277,MILAN ,M42,pizza,1,343,261,96,,
OI5629,B2162,ROME,M44,pizza,3,575,840,70,,
OI5630,B899,MILAN ,M1,Beverage,1,620,676,0,Extra cheese,
OI5631,B3304,milan,M15,Beverage,1,564,1372,0,,Cold
OI5632,B3279,Florence,M28,Beverage,2,782,1324,0,,
OI5633,B373,milan,M46,Pizza ,3,706,482,0,,Cold
OI5634,B817,ROME,M23,pizza,3,423,496,63,Extra cheese,Cold
OI5635,B3914,Rome,M23,pizza,2,597,1317,5,Extra cheese,Hot
OI5636,B3857,Florence,M39,PASTA,2,718,1313,0,,Cold
OI5637,B2587,ROME,M7,Pizza ,2,649,1343,86,Extra cheese,Hot
OI5638,B3137,milan,M30,PASTA,1,456,252,21,,Cold
OI5639,B1246,Milan,M34,PASTA,2,244,570,118,Extra cheese,
OI5640,B2688,Milan,M12,Pasta,2,763,541,0,,Cold
OI5641,B1196,Milan,M19,Beverage,1,492,1046,103,,Cold
OI5642,B3030,Florence,M5,pizza,1,582,1228,112,,Cold
OI5643,B1440,milan,M30,Pasta,1,765,1115,92,Extra cheese,Cold
OI5644,B839,ROME,M22,Pizza ,3,248,596,28,,Hot
OI5645,B1719,ROME,M39,Beverage,2,203,1209,101,Extra cheese,Cold
OI5646,B3077,milan,M2,Pasta,3,231,965,117,,Hot
OI5647,B3836,Florence,M24,Pasta,3,568,1268,76,,Cold
OI5648,B3305,milan,M29,Pizza ,3,625,994,68,,
OI5649,B3337,Rome,M18,pizza,2,388,868,86,,Cold
OI5650,B1691,MILAN ,M42,Beverage,2,260,629,26,,Hot
OI5651,B3679,Milan,M11,pizza,1,684,1327,0,,Hot
OI5652,B193,milan,M2,Pasta,2,433,1454,0,,Hot
OI5653,B3006,Milan,M36,Pizza ,1,659,1004,19,Extra cheese,Cold
OI5654,B3992,ROME,MX1,Pasta,2,570,368,70,,Hot
OI5655,B3595,milan,M6,Pizza ,1,771,697,95,,Hot
OI5656,B2094,Florence,M25,PASTA,2,262,417,14,,
OI5657,B2564,Milan,M32,Pizza ,3,474,328,0,Extra cheese,Hot
OI5658,B1061,ROME,M35,PASTA,1,515,761,0,Extra cheese,
OI5659,B3729,Milan,M47,pizza,1,283,1317,5,Extra cheese,Cold
OI5660,B3844,ROME,M39,Pasta,3,214,1046,27,,Cold
OI5661,B3140,ROME,M31,pizza,3,694,990,0,Extra cheese,Cold
OI5662,B210,milan,M7,Pasta,1,331,384,91,,
OI5663,B3495,milan,M15,pizza,2,336,1131,0,Extra cheese,Hot
OI5664,B3827,Rome,M20,PASTA,3,517,1280,65,,
OI5665,B2065,ROME,M28,PASTA,2,205,498,114,,Hot
OI5666,B419,Rome,M17,Beverage,3,667,1097,0,Extra cheese,Cold
OI5667,B3557,Florence,M49,Beverage,2,589,1082,31,Extra cheese,Hot
OI5668,B745,Rome,M31,pizza,3,784,358,10,Extra cheese,Hot
OI5669,B3183,MILAN ,MX1,Beverage,1,523,417,0,,Hot
OI5670,B976,Rome,M44,Pizza ,2,628,954,38,Extra cheese,
OI5671,B2915,ROME,M21,pizza,2,691,628,112,Extra cheese,
OI5672,B1397,Florence,M12,PASTA,1,793,1127,32,,
OI5673,B3491,Rome,M4,Pasta,3,262,1036,22,Extra cheese,Hot
OI5674,B163,MILAN ,M10,Pizza ,1,797,950,84,,Cold
OI5675,B297,Florence,M5,Beverage,2,666,506,102,Extra cheese,Cold
OI5676,B3888,Rome,M33,Pizza ,3,594,443,87,Extra cheese,Cold
OI5677,B920,MILAN ,M5,Pasta,3,203,264,16,,Cold
OI5678,B873,Milan,M28,pizza,1,655,339,19,,Cold
OI5679,B1382,Florence,M39,PASTA,1,634,727,106,Extra cheese,Cold
OI5680,B332,MILAN ,M9,Pizza ,1,368,901,27,Extra cheese,Cold
OI5681,B2442,milan,M12,Pasta,3,432,430,0,,Cold
OI5682,B153,MILAN ,M13,Pasta,3,775,643,0,,
OI5683,B425,MILAN ,M33,Beverage,2,222,1083,9,Extra cheese,Hot
OI5684,B1129,MILAN ,M34,pizza,3,690,839,0,,
OI5685,B664,Milan,M48,Beverage,3,309,730,106,,Cold
OI5686,B1651,MILAN ,M25,PASTA,2,776,780,0,,Cold
OI5687,B3168,Florence,M19,PASTA,1,677,427,0,,Cold
OI5688,B2047,Milan,M41,pizza,2,481,1401,30,,Hot
OI5689,B3720,Rome,M14,Pizza ,1,277,1141,30,,Hot
OI5690,B3679,Rome,M11,Beverage,3,465,327,97,Extra cheese,Cold
OI5691,B294,Milan,M7,Pizza ,1,473,1121,120,,Cold
OI5692,B2723,MILAN ,M27,PASTA,3,480,977,113,Extra cheese,Hot
OI5693,B1026,Milan,M3,Pasta,3,343,301,97,Extra cheese,
OI5694,B1436,Florence,M23,pizza,3,324,1142,16,Extra cheese,Hot
OI5695,B290,milan,M43,Beverage,1,490,287,0,,Hot
OI5696,B1922,MILAN ,M17,Pizza ,1,348,1048,0,,Hot
OI5697,B1643,Milan,M10,Beverage,2,407,329,103,,Cold
OI5698,B2262,Rome,M39,Pasta,2,455,1428,86,Extra cheese,
OI5699,B160,Milan,M48,Beverage,3,599,1123,60,,Hot
OI5700,B272,milan,MX1,PASTA,1,395,794,5,,Cold
OI5701,B3929,Milan,M6,Beverage,3,282,1398,116,,Hot
OI5702,B2746,MILAN ,M23,Pasta,2,607,547,96,,
OI5703,B1531,ROME,M7,Pizza ,2,410,1435,39,,Cold
OI5704,B1714,Florence,M39,Pasta,3,473,389,26,,Hot
OI5705,B2365,ROME,M24,Pasta,1,549,1217,0,Extra cheese,Hot
OI5706,B1095,Milan,M36,PASTA,3,336,1400,0,Extra cheese,
OI5707,B1970,Rome,M9,Pizza ,2,270,442,0,,Hot
OI5708,B3009,Florence,M32,PASTA,1,224,983,28,,Cold
OI5709,B1656,Rome,M30,PASTA,3,318,1148,9,Extra cheese,Hot
OI5710,B1036,Milan,M46,Pasta,3,607,468,85,,Cold
OI5711,B2576,milan,M39,PASTA,1,690,987,107,,Cold
OI5712,B1805,Florence,M47,Beverage,3,332,824,0,,Cold
OI5713,B1142,Rome,M9,pizza,1,636,1454,22,Extra cheese,Hot
OI5714,B1425,Florence,M8,Pasta,2,288,701,11,Extra cheese,
OI5715,B3165,Rome,M40,Pasta,3,785,875,0,,Cold
OI5716,B737,Milan,M16,Pasta,3,422,1209,113,Extra cheese,Hot
OI5717,B607,Rome,M30,Pizza ,2,336,1042,0,,Cold
OI5718,B3106,Florence,M19,pizza,1,297,760,17,Extra cheese,Cold
OI5719,B3319,Florence,M17,Pizza ,3,212,531,22,,Cold
OI5720,B3851,Florence,M49,pizza,3,563,295,96,,Hot
OI5721,B3024,ROME,M33,PASTA,1,327,1431,88,,Hot
OI5722,B3341,milan,M22,pizza,3,741,295,0,Extra cheese,
OI5723,B2747,milan,M26,Pasta,2,346,1363,9,,Cold
OI5724,B2097,milan,M25,Pasta,1,509,668,100,,Cold
OI5725,B2484,Rome,M43,PASTA,1,474,1344,0,Extra cheese,Hot
OI5726,B1316,MILAN ,M38,PASTA,3,601,1318,23,,
OI5727,B2544,Rome,M33,PASTA,3,614,234,66,,
OI5728,B86,ROME,MX2,Pizza ,2,338,1330,64,,Hot
OI5729,B2503,ROME,M2,Pizza ,1,444,1103,95,,
OI5730,B3910,ROME,M21,PASTA,3,463,689,118,,
OI5731,B2020,Florence,M43,PASTA,3,695,1153,10,,Hot
OI5732,B2368,ROME,M19,PASTA,1,595,356,30,,Cold
OI5733,B1675,Rome,M35,Beverage,2,607,1325,28,,
OI5734,B2092,Rome,M46,PASTA,2,235,922,69,Extra cheese,Hot
OI5735,B2500,Rome,M42,Pasta,3,508,1065,0,,Cold
OI5736,B867,MILAN ,M44,Beverage,2,707,373,24,Extra cheese,Cold
OI5737,B3588,Florence,M16,pizza,3,232,424,96,Extra cheese,
OI5738,B1615,Rome,M46,pizza,2,785,1443,5,Extra cheese,Hot
OI5739,B1923,Florence,M2,Pizza ,3,478,609,22,,
OI5740,B3698,Milan,M3,PASTA,3,724,306,31,Extra cheese,Hot
OI5741,B1173,Florence,M12,Pasta,3,592,1250,25,,Cold
OI5742,B2015,milan,M32,Pasta,3,794,1147,101,Extra cheese,Hot
OI5743,B1677,Rome,M6,pizza,2,601,1425,116,Extra cheese,
OI5744,B542,Rome,M5,Pasta,1,790,895,105,,Cold
OI5745,B554,Florence,M45,Pizza ,3,745,337,0,,Hot
OI5746,B3084,Rome,M2,pizza,1,694,379,0,,Cold
OI5747,B2435,Florence,M3,PASTA,2,371,1000,0,,Hot
OI5748,B3339,ROME,M30,Beverage,2,565,1191,103,,Cold
OI5749,B3174,Rome,M10,Pizza ,3,658,622,0,,Cold
