bill_id,customer_id,restaurant_location,order_date,order_time,day_name,month_name,quarter,service_time_bucket,order_type,payment_method,order_status,refund_reason,total_quantity_ordered,bill_subtotal_amount,tax_amount,total_bill_amount
B2325,C834,Florence,21-09-2023,11:20,Thursday,September,Q3,Breakfast,online,Cash,Refunded,,3,1084,156,2252
B2326,C225,milan,15-11-2023,22:43,Wednesday,November,Q4,Breakfast,online,Cash,Completed,,6,1308,65,1573
B2327,C655,Florence,19-04-2023,09:39,Wednesday,April,Q2,Lunch,DINE IN,Cash,Completed,Late delivery,3,583,38,618
B2328,C617,Rome,14-08-2022,22:50,Sunday,August,Q3,Dinner,Online,Card,Completed,,2,899,146,1295
B2329,C588,MILAN ,13-01-2022,16:46,Thursday,January,Q1,Dinner,online,Cash,Completed,,5,896,198,1692
B2330,C940,Milan,17-04-2022,12:14,Sunday,April,Q2,Dinner,DINE IN,Cash,Completed,,4,1437,194,2072
B2331,C498,milan,22-10-2022,16:41,Saturday,October,Q4,Dinner,dine-in,Card,Refunded,Late delivery,6,852,101,481
B2332,C1000,Rome,19-03-2024,21:46,Tuesday,March,Q1,Lunch,Dine-In,,Completed,,6,749,191,637
B2333,C874,milan,01-12-2024,09:07,Sunday,December,Q4,Breakfast,dine-in,Cash,Completed,,6,1684,152,948
B2334,C550,milan,27-10-2024,15:52,Sunday,October,Q4,Lunch,DINE IN,Cash,Completed,,4,1224,192,1530
B2335,C47,ROME,20-02-2024,11:44,Tuesday,February,Q1,Dinner,DINE IN,,Completed,Late delivery,6,1606,41,1778
B2336,C781,Milan,28-02-2023,22:21,Tuesday,February,Q1,Dinner,Online,UPI,Completed,Late delivery,2,349,163,1108
B2337,C574,ROME,08-05-2024,20:53,Wednesday,May,Q2,Breakfast,Dine-In,Cash,Completed,,5,1056,43,2209
B2338,C767,Milan,17-03-2023,22:41,Friday,March,Q1,Breakfast,Dine-In,Card,Completed,,4,524,141,1056
B2339,C123,ROME,22-12-2024,09:13,Sunday,December,Q4,Dinner,DINE IN,Card,Completed,,6,439,35,927
B2340,C557,milan,06-05-2022,10:22,Friday,May,Q2,Lunch,online,UPI,Completed,Late delivery,2,976,68,1419
B2341,C563,ROME,31-07-2022,19:13,Sunday,July,Q3,Lunch,Online,,Completed,,5,402,70,436
B2342,C212,Rome,25-01-2022,17:59,Tuesday,January,Q1,Lunch,online,UPI,Completed,,4,1970,135,1474
B2343,C74,Milan,22-06-2023,18:02,Thursday,June,Q2,Breakfast,online,Card,Completed,Late delivery,5,1721,163,1672
B2344,C991,Florence,23-02-2023,10:27,Thursday,February,Q1,Breakfast,Dine-In,UPI,Refunded,,4,1936,152,1215
B2345,C175,ROME,20-08-2022,18:30,Saturday,August,Q3,Lunch,online,UPI,Refunded,Late delivery,6,1367,71,1709
B2346,C328,Rome,12-02-2023,10:30,Sunday,February,Q1,Breakfast,Online,Card,Completed,Late delivery,2,1067,68,873
B2347,C1105,Milan,01-01-2024,18:22,Monday,January,Q1,Lunch,Online,,Refunded,,5,1056,83,1096
B2348,C507,ROME,06-05-2023,19:37,Saturday,May,Q2,Dinner,dine-in,UPI,Completed,,4,1650,56,543
B2349,C988,MILAN ,16-08-2024,17:02,Friday,August,Q3,Breakfast,Online,UPI,Completed,,5,1293,174,2129
B2350,C9,milan,03-03-2023,09:09,Friday,March,Q1,Dinner,Online,Cash,Completed,,2,1280,118,1230
B2351,C523,MILAN ,31-03-2023,10:40,Friday,March,Q1,Lunch,Dine-In,Cash,Completed,,5,1059,96,1223
B2352,C489,Milan,07-08-2022,21:34,Sunday,August,Q3,Lunch,dine-in,Card,Refunded,Late delivery,4,556,22,1658
B2353,C459,ROME,24-07-2024,22:45,Wednesday,July,Q3,Breakfast,online,,Completed,,6,1847,49,597
B2354,C600,milan,23-10-2024,14:08,Wednesday,October,Q4,Dinner,online,,Completed,,5,425,22,1256
B2355,C300,Milan,19-06-2022,09:52,Sunday,June,Q2,Breakfast,Online,Cash,Completed,,6,894,145,793
B2356,C715,Florence,17-04-2022,19:30,Sunday,April,Q2,Dinner,online,,Completed,Late delivery,6,1174,50,1738
B2357,C222,Rome,30-08-2024,14:45,Friday,August,Q3,Dinner,online,UPI,Completed,,4,1132,95,433
B2358,C1074,milan,13-02-2024,12:18,Tuesday,February,Q1,Lunch,Dine-In,Card,Refunded,Late delivery,3,611,61,2267
B2359,C284,Florence,31-07-2023,15:43,Monday,July,Q3,Dinner,Online,Cash,Completed,Late delivery,2,1722,66,610
B2360,C1187,Milan,30-06-2022,21:16,Thursday,June,Q2,Breakfast,DINE IN,Card,Completed,,3,1719,92,1329
B2361,C863,Milan,14-05-2023,21:07,Sunday,May,Q2,Lunch,online,Card,Completed,,1,1826,199,546
B2362,C142,Rome,31-03-2022,20:53,Thursday,March,Q1,Breakfast,online,Card,Completed,Late delivery,1,575,122,1064
B2363,C536,Rome,04-03-2023,14:38,Saturday,March,Q1,Lunch,DINE IN,Cash,Completed,,3,1339,148,1811
B2364,C734,Rome,28-02-2023,10:38,Tuesday,February,Q1,Breakfast,Dine-In,UPI,Refunded,,4,1467,43,2025
B2365,C788,milan,01-06-2023,20:32,Thursday,June,Q2,Lunch,online,UPI,Refunded,,2,346,73,537
B2366,C285,Florence,10-10-2024,15:27,Thursday,October,Q4,Lunch,dine-in,Cash,Completed,,5,982,87,2107
B2367,C1021,Florence,07-12-2022,11:18,Wednesday,December,Q4,Breakfast,Dine-In,Card,Refunded,Late delivery,6,1647,56,392
B2368,C102,Milan,12-03-2024,13:42,Tuesday,March,Q1,Dinner,online,Card,Completed,,5,349,163,1918
B2369,C574,milan,24-11-2023,22:09,Friday,November,Q4,Lunch,Dine-In,,Refunded,,6,416,185,1775
B2370,C481,MILAN ,10-02-2023,15:54,Friday,February,Q1,Dinner,dine-in,,Refunded,Late delivery,2,1962,23,533
B2371,C117,Florence,30-04-2022,09:37,Saturday,April,Q2,Breakfast,DINE IN,Cash,Completed,Late delivery,4,1367,49,1839
B2372,C635,ROME,08-01-2022,09:11,Saturday,January,Q1,Dinner,dine-in,UPI,Refunded,,1,986,159,2153
B2373,C104,ROME,04-01-2023,20:14,Wednesday,January,Q1,Breakfast,Online,Cash,Refunded,,4,1169,42,846
B2374,C807,milan,05-05-2024,17:58,Sunday,May,Q2,Dinner,Dine-In,Card,Completed,,6,1600,129,1414
B2375,C715,ROME,17-05-2022,13:49,Tuesday,May,Q2,Lunch,Online,,Completed,,6,751,38,2046
B2376,C75,MILAN ,30-06-2022,19:35,Thursday,June,Q2,Breakfast,dine-in,Card,Refunded,,4,715,174,1267
B2377,C595,milan,28-10-2024,10:35,Monday,October,Q4,Dinner,Dine-In,UPI,Completed,Late delivery,4,1541,79,1321
B2378,C730,Florence,15-04-2024,09:48,Monday,April,Q2,Dinner,Dine-In,,Completed,,4,1713,45,1392
B2379,C981,Rome,11-10-2024,22:57,Friday,October,Q4,Breakfast,DINE IN,Cash,Completed,,4,1415,154,2205
B2380,C51,Milan,03-01-2024,20:41,Wednesday,January,Q1,Lunch,dine-in,,Completed,,5,625,67,1220
B2381,C891,Rome,04-06-2024,17:53,Tuesday,June,Q2,Dinner,DINE IN,Card,Refunded,Late delivery,6,698,134,1668
B2382,C176,Rome,24-03-2024,22:20,Sunday,March,Q1,Breakfast,dine-in,Card,Completed,,5,1495,81,2005
B2383,C1159,ROME,14-10-2023,10:08,Saturday,October,Q4,Lunch,Online,,Completed,,2,1188,102,1585
B2384,C779,MILAN ,12-10-2024,09:35,Saturday,October,Q4,Breakfast,DINE IN,UPI,Refunded,Late delivery,1,949,27,2242
B2385,C596,Milan,29-05-2022,21:28,Sunday,May,Q2,Breakfast,online,UPI,Completed,Late delivery,5,685,166,493
B2386,C722,Rome,12-10-2022,14:51,Wednesday,October,Q4,Breakfast,DINE IN,,Completed,Late delivery,1,931,154,1227
B2387,C115,Florence,22-03-2022,14:49,Tuesday,March,Q1,Breakfast,Dine-In,Cash,Completed,,5,1741,183,720
B2388,C916,ROME,06-12-2024,22:56,Friday,December,Q4,Lunch,Online,,Completed,Late delivery,2,1615,24,1935
B2389,C402,Milan,17-10-2022,10:06,Monday,October,Q4,Dinner,dine-in,UPI,Refunded,,1,1618,149,1151
B2390,C1011,MILAN ,15-03-2022,11:36,Tuesday,March,Q1,Breakfast,online,UPI,Completed,,2,765,68,1185
B2391,C244,Florence,08-03-2023,17:01,Wednesday,March,Q1,Lunch,dine-in,Card,Completed,,6,700,25,2275
B2392,C536,milan,06-10-2022,15:41,Thursday,October,Q4,Dinner,online,Cash,Completed,Late delivery,5,1224,113,839
B2393,C591,Milan,19-08-2024,20:51,Monday,August,Q3,Lunch,online,Card,Refunded,,3,1100,189,1573
B2394,C836,Florence,23-01-2024,21:58,Tuesday,January,Q1,Lunch,Online,Card,Refunded,,5,1309,73,1091
B2395,C519,MILAN ,15-09-2023,12:16,Friday,September,Q3,Lunch,Dine-In,UPI,Completed,Late delivery,4,1424,157,1707
B2396,C725,ROME,07-05-2024,12:42,Tuesday,May,Q2,Dinner,Online,Cash,Completed,Late delivery,6,768,189,2274
B2397,C1121,Rome,25-12-2023,19:10,Monday,December,Q4,Lunch,online,Cash,Completed,,3,1360,100,842
B2398,C61,Florence,12-11-2022,21:29,Saturday,November,Q4,Lunch,Online,,Completed,Late delivery,5,895,82,675
B2399,C1149,milan,16-04-2024,19:53,Tuesday,April,Q2,Dinner,Online,UPI,Completed,Late delivery,4,1522,196,1040
B2400,C730,Milan,06-03-2022,21:46,Sunday,March,Q1,Lunch,Online,Card,Completed,Late delivery,1,1520,64,1439
B2401,C822,Rome,06-07-2023,11:46,Thursday,July,Q3,Breakfast,Dine-In,,Completed,,2,1852,174,1903
B2402,C1162,Milan,06-02-2023,20:29,Monday,February,Q1,Lunch,dine-in,,Completed,Late delivery,3,852,182,1964
B2403,C10,milan,09-12-2023,17:59,Saturday,December,Q4,Breakfast,Dine-In,,Completed,,5,1019,48,1075
B2404,C272,Florence,20-03-2022,20:40,Sunday,March,Q1,Breakfast,Online,UPI,Completed,Late delivery,2,1451,44,988
B2405,C704,milan,06-03-2023,10:08,Monday,March,Q1,Lunch,DINE IN,UPI,Refunded,Late delivery,6,1701,79,2038
B2406,C1007,ROME,04-04-2023,22:53,Tuesday,April,Q2,Lunch,dine-in,Card,Refunded,Late delivery,1,528,56,839
B2407,C1180,Milan,24-12-2023,13:55,Sunday,December,Q4,Breakfast,online,UPI,Completed,,3,605,161,1239
B2408,C376,Florence,18-02-2024,14:07,Sunday,February,Q1,Dinner,Dine-In,UPI,Completed,,5,694,161,1814
B2409,C714,MILAN ,18-12-2023,14:05,Monday,December,Q4,Lunch,online,Card,Refunded,Late delivery,1,1497,79,1013
B2410,C161,Rome,12-07-2022,19:57,Tuesday,July,Q3,Lunch,Online,UPI,Completed,Late delivery,2,1710,136,1780
B2411,C856,milan,06-03-2022,16:11,Sunday,March,Q1,Dinner,Dine-In,,Completed,,2,1205,84,1139
B2412,C288,Milan,15-07-2022,19:20,Friday,July,Q3,Lunch,Online,,Refunded,Late delivery,6,641,128,877
B2413,C356,Rome,27-07-2022,09:32,Wednesday,July,Q3,Lunch,DINE IN,Card,Refunded,Late delivery,4,1103,60,378
B2414,C869,ROME,02-05-2022,12:05,Monday,May,Q2,Dinner,online,Cash,Completed,,5,1524,106,2295
B2415,C893,Florence,01-06-2022,16:03,Wednesday,June,Q2,Lunch,Online,Card,Refunded,,6,1560,171,1455
B2416,C257,Florence,20-10-2022,20:46,Thursday,October,Q4,Lunch,online,Cash,Refunded,,2,1857,75,924
B2417,C1088,ROME,15-04-2023,17:02,Saturday,April,Q2,Lunch,DINE IN,UPI,Completed,Late delivery,3,1631,58,467
B2418,C757,ROME,25-10-2022,22:15,Tuesday,October,Q4,Lunch,Online,UPI,Completed,Late delivery,2,1432,64,1958
B2419,C220,milan,02-05-2023,13:08,Tuesday,May,Q2,Lunch,Online,UPI,Completed,,4,678,175,1598
B2420,C226,Florence,11-05-2022,14:18,Wednesday,May,Q2,Dinner,Dine-In,UPI,Refunded,,2,474,153,2092
B2421,C613,milan,20-02-2023,15:56,Monday,February,Q1,Dinner,Online,Cash,Completed,,6,1637,60,1710
B2422,C991,Milan,17-09-2024,19:41,Tuesday,September,Q3,Breakfast,Online,Card,Completed,,6,1497,49,2292
B2423,C260,Rome,15-08-2024,21:21,Thursday,August,Q3,Breakfast,online,Cash,Completed,Late delivery,1,1175,56,1753
B2424,C110,Florence,20-06-2022,17:31,Monday,June,Q2,Breakfast,DINE IN,Cash,Completed,,5,1426,83,1163
B2425,C660,Rome,04-06-2022,12:43,Saturday,June,Q2,Lunch,online,,Completed,,3,580,164,1402
B2426,C999,Milan,13-07-2024,16:41,Saturday,July,Q3,Lunch,Online,Card,Completed,,1,820,90,1000
B2427,C22,milan,15-04-2022,09:08,Friday,April,Q2,Dinner,online,Cash,Refunded,,5,1555,28,2166
B2428,C635,Florence,13-03-2023,14:56,Monday,March,Q1,Breakfast,dine-in,UPI,Refunded,,4,1859,121,446
B2429,C98,MILAN ,02-05-2023,09:38,Tuesday,May,Q2,Dinner,dine-in,UPI,Completed,Late delivery,6,1240,193,1062
B2430,C141,ROME,02-09-2023,20:46,Saturday,September,Q3,Breakfast,dine-in,,Refunded,Late delivery,1,391,39,2169
B2431,C1126,Florence,14-05-2023,11:28,Sunday,May,Q2,Breakfast,Dine-In,Card,Completed,,2,800,91,1118
B2432,C206,ROME,04-05-2022,13:10,Wednesday,May,Q2,Breakfast,Dine-In,Card,Completed,Late delivery,6,1420,63,1090
B2433,C356,Milan,29-04-2023,21:35,Saturday,April,Q2,Dinner,dine-in,Card,Refunded,,5,548,183,1191
B2434,C851,Milan,01-04-2023,12:34,Saturday,April,Q2,Dinner,Dine-In,,Completed,Late delivery,4,1529,23,1304
B2435,C628,Florence,11-11-2024,16:27,Monday,November,Q4,Lunch,dine-in,Card,Completed,,3,565,40,876
B2436,C104,Rome,24-07-2022,09:29,Sunday,July,Q3,Breakfast,online,Cash,Completed,Late delivery,3,1926,27,1977
B2437,C657,Milan,27-12-2024,11:13,Friday,December,Q4,Lunch,Dine-In,UPI,Completed,,5,1843,40,1624
B2438,C623,MILAN ,27-06-2023,13:59,Tuesday,June,Q2,Lunch,online,,Completed,Late delivery,4,1004,106,1147
B2439,C382,Rome,24-08-2022,15:31,Wednesday,August,Q3,Breakfast,dine-in,,Completed,Late delivery,6,1960,49,1759
B2440,C1025,Rome,23-10-2024,21:09,Wednesday,October,Q4,Lunch,dine-in,UPI,Completed,,2,1819,122,1916
B2441,C903,ROME,21-02-2024,12:01,Wednesday,February,Q1,Lunch,Online,,Completed,,1,700,159,2082
B2442,C979,Florence,10-12-2024,13:52,Tuesday,December,Q4,Breakfast,dine-in,Cash,Completed,Late delivery,6,1769,93,1716
B2443,C141,MILAN ,19-02-2024,13:50,Monday,February,Q1,Lunch,online,Cash,Completed,,2,1789,75,351
B2444,C227,Milan,31-08-2023,21:29,Thursday,August,Q3,Lunch,Dine-In,UPI,Completed,Late delivery,6,509,115,730
B2445,C1048,milan,29-08-2023,10:38,Tuesday,August,Q3,Lunch,DINE IN,,Completed,,3,1281,26,2073
B2446,C796,MILAN ,28-05-2023,15:34,Sunday,May,Q2,Dinner,online,,Completed,,4,1428,163,1946
B2447,C7,Milan,19-04-2023,13:34,Wednesday,April,Q2,Breakfast,online,Cash,Completed,Late delivery,2,1713,40,1917
B2448,C1181,milan,07-12-2023,20:09,Thursday,December,Q4,Dinner,DINE IN,Card,Refunded,Late delivery,2,1288,34,1135
B2449,C457,MILAN ,07-11-2023,10:02,Tuesday,November,Q4,Lunch,Dine-In,,Refunded,Late delivery,2,1485,44,517
B2450,C349,milan,14-07-2024,17:10,Sunday,July,Q3,Lunch,online,Card,Refunded,,1,479,157,583
B2451,C1195,Rome,03-07-2024,19:03,Wednesday,July,Q3,Lunch,Online,,Refunded,Late delivery,6,1918,153,1693
B2452,C1181,Rome,01-06-2023,13:37,Thursday,June,Q2,Dinner,online,Card,Completed,,2,518,145,604
B2453,C572,ROME,15-08-2022,22:26,Monday,August,Q3,Lunch,online,UPI,Refunded,Late delivery,1,1432,178,1444
B2454,C20,Rome,28-07-2022,10:31,Thursday,July,Q3,Breakfast,Online,,Completed,,4,709,44,694
B2455,C751,MILAN ,02-08-2024,16:52,Friday,August,Q3,Breakfast,online,Card,Completed,Late delivery,3,1546,125,796
B2456,C1149,ROME,26-09-2024,10:05,Thursday,September,Q3,Dinner,dine-in,Card,Completed,Late delivery,2,1728,32,583
B2457,C27,Rome,01-03-2023,10:27,Wednesday,March,Q1,Lunch,Online,Cash,Refunded,Late delivery,2,535,119,804
B2458,C864,Milan,03-02-2023,21:53,Friday,February,Q1,Breakfast,Dine-In,,Refunded,Late delivery,3,848,168,425
B2459,C636,Florence,03-04-2022,18:53,Sunday,April,Q2,Breakfast,dine-in,,Refunded,,5,1031,95,1110
B2460,C682,ROME,22-11-2024,12:21,Friday,November,Q4,Dinner,online,Cash,Refunded,Late delivery,5,1422,51,663
B2461,C571,Florence,13-09-2024,12:38,Friday,September,Q3,Dinner,dine-in,Cash,Completed,,1,1196,89,492
B2462,C661,ROME,13-01-2023,10:40,Friday,January,Q1,Dinner,Online,,Completed,,1,1977,200,723
B2463,C832,Milan,20-01-2023,10:44,Friday,January,Q1,Dinner,online,Cash,Refunded,Late delivery,3,1033,86,550
B2464,C1137,MILAN ,02-03-2023,14:14,Thursday,March,Q1,Breakfast,Online,,Completed,,5,796,22,2182
B2465,C820,ROME,21-08-2024,19:47,Wednesday,August,Q3,Lunch,DINE IN,Card,Refunded,Late delivery,4,1724,189,976
B2466,C1187,ROME,13-01-2024,16:08,Saturday,January,Q1,Dinner,Online,Card,Refunded,Late delivery,5,1539,65,1788
B2467,C944,Rome,09-08-2022,19:49,Tuesday,August,Q3,Breakfast,Online,Card,Completed,,5,431,37,2146
B2468,C442,ROME,27-02-2023,16:12,Monday,February,Q1,Lunch,online,Card,Completed,Late delivery,2,547,142,1695
B2469,C602,Milan,09-04-2023,20:58,Sunday,April,Q2,Breakfast,Online,Cash,Refunded,,6,649,89,542
B2470,C471,Milan,11-12-2024,15:43,Wednesday,December,Q4,Breakfast,dine-in,Cash,Completed,,3,329,44,2175
B2471,C635,MILAN ,24-07-2022,13:10,Sunday,July,Q3,Lunch,DINE IN,UPI,Completed,Late delivery,6,363,60,1769
B2472,C502,MILAN ,27-07-2023,09:44,Thursday,July,Q3,Dinner,Online,,Completed,,6,486,50,1718
B2473,C873,Florence,20-11-2024,10:21,Wednesday,November,Q4,Lunch,Online,Card,Refunded,Late delivery,3,511,99,1363
B2474,C395,ROME,21-12-2023,17:39,Thursday,December,Q4,Dinner,Dine-In,Cash,Completed,,3,937,182,624
B2475,C666,Milan,07-09-2023,19:40,Thursday,September,Q3,Dinner,Dine-In,Cash,Completed,,6,1983,38,405
B2476,C652,Rome,13-02-2023,14:39,Monday,February,Q1,Lunch,dine-in,Cash,Completed,Late delivery,2,795,142,1132
B2477,C887,ROME,21-02-2024,19:59,Wednesday,February,Q1,Lunch,DINE IN,Cash,Completed,Late delivery,3,778,79,1450
B2478,C192,ROME,25-02-2024,13:05,Sunday,February,Q1,Breakfast,DINE IN,Cash,Refunded,Late delivery,1,1572,79,1954
B2479,C260,MILAN ,18-09-2023,19:40,Monday,September,Q3,Breakfast,Online,Card,Completed,,6,663,151,1875
B2480,C554,Rome,20-01-2023,12:12,Friday,January,Q1,Lunch,DINE IN,Cash,Completed,,2,1267,114,559
B2481,C781,Rome,14-12-2024,18:16,Saturday,December,Q4,Dinner,Dine-In,,Completed,,2,882,83,1839
B2482,C786,ROME,28-12-2022,11:35,Wednesday,December,Q4,Lunch,Online,Card,Completed,,2,996,25,1532
B2483,C335,ROME,13-12-2023,19:57,Wednesday,December,Q4,Dinner,DINE IN,UPI,Refunded,,4,1593,22,859
B2484,C865,MILAN ,24-05-2024,14:13,Friday,May,Q2,Lunch,DINE IN,Card,Completed,,3,391,86,1287
B2485,C1126,ROME,13-09-2022,12:00,Tuesday,September,Q3,Breakfast,DINE IN,UPI,Completed,,5,1341,136,784
B2486,C584,Florence,17-07-2023,20:39,Monday,July,Q3,Dinner,online,,Refunded,,4,1221,170,1453
B2487,C936,Milan,13-06-2023,15:44,Tuesday,June,Q2,Breakfast,online,Card,Completed,Late delivery,1,474,86,1622
B2488,C169,Milan,20-06-2024,09:48,Thursday,June,Q2,Breakfast,DINE IN,UPI,Refunded,,1,989,120,1333
B2489,C858,Rome,05-01-2024,20:20,Friday,January,Q1,Breakfast,Online,Card,Refunded,Late delivery,5,1165,25,1755
B2490,C788,Rome,16-07-2022,19:18,Saturday,July,Q3,Lunch,DINE IN,Cash,Completed,,6,724,114,1600
B2491,C1179,ROME,09-06-2024,14:01,Sunday,June,Q2,Lunch,Online,Card,Refunded,,4,1136,167,1969
B2492,C993,MILAN ,15-04-2023,13:02,Saturday,April,Q2,Breakfast,Online,Cash,Refunded,,1,1265,199,1449
B2493,C679,Rome,10-12-2022,10:19,Saturday,December,Q4,Breakfast,dine-in,UPI,Completed,Late delivery,2,1403,102,2134
B2494,C877,Florence,01-10-2024,11:48,Tuesday,October,Q4,Lunch,Online,Card,Refunded,,2,1359,185,938
B2495,C834,ROME,16-05-2023,22:03,Tuesday,May,Q2,Dinner,online,Cash,Completed,Late delivery,3,752,24,1824
B2496,C45,Milan,23-06-2022,22:48,Thursday,June,Q2,Breakfast,online,,Refunded,,1,1951,176,1678
B2497,C4,MILAN ,03-03-2023,19:58,Friday,March,Q1,Dinner,Online,Cash,Refunded,,4,1017,154,1120
B2498,C100,milan,30-08-2024,15:20,Friday,August,Q3,Lunch,dine-in,Card,Completed,Late delivery,4,741,84,972
B2499,C433,Florence,31-07-2023,18:16,Monday,July,Q3,Lunch,DINE IN,,Refunded,Late delivery,6,800,79,564
B2500,C309,milan,28-05-2022,12:23,Saturday,May,Q2,Lunch,online,Card,Completed,Late delivery,6,397,134,2157
B2501,C255,Rome,27-03-2023,13:17,Monday,March,Q1,Lunch,online,,Completed,,6,1146,54,1144
B2502,C804,Rome,17-05-2023,17:20,Wednesday,May,Q2,Dinner,Dine-In,,Completed,,4,1883,115,1605
B2503,C588,Florence,13-07-2023,12:18,Thursday,July,Q3,Dinner,Online,Cash,Refunded,,2,1213,137,1962
B2504,C57,milan,04-06-2023,16:24,Sunday,June,Q2,Lunch,online,,Completed,,3,607,25,2124
B2505,C863,Rome,10-09-2024,14:05,Tuesday,September,Q3,Lunch,DINE IN,,Completed,,3,480,39,999
B2506,C426,Florence,22-08-2024,21:13,Thursday,August,Q3,Breakfast,DINE IN,Card,Completed,Late delivery,6,395,166,2093
B2507,C69,Rome,23-07-2023,14:25,Sunday,July,Q3,Lunch,DINE IN,Cash,Completed,Late delivery,3,1779,87,1053
B2508,C1076,MILAN ,16-05-2023,19:42,Tuesday,May,Q2,Lunch,Online,Cash,Completed,,2,1686,53,2278
B2509,C881,Milan,22-04-2024,19:43,Monday,April,Q2,Dinner,Dine-In,Card,Completed,,1,1468,40,493
B2510,C503,MILAN ,03-05-2022,18:48,Tuesday,May,Q2,Dinner,Online,,Completed,,5,1711,173,1377
B2511,C644,Milan,28-03-2024,10:35,Thursday,March,Q1,Breakfast,Online,Cash,Refunded,,3,1122,129,506
B2512,C628,Rome,01-10-2023,16:27,Sunday,October,Q4,Breakfast,DINE IN,,Refunded,,6,300,91,1825
B2513,C1196,Rome,03-08-2024,15:42,Saturday,August,Q3,Dinner,online,Cash,Refunded,Late delivery,1,1816,115,1808
B2514,C756,Rome,30-09-2022,14:38,Friday,September,Q3,Dinner,Online,Card,Refunded,Late delivery,5,438,90,1821
B2515,C477,Florence,03-12-2022,12:00,Saturday,December,Q4,Dinner,dine-in,Cash,Completed,,3,335,100,919
B2516,C496,ROME,12-09-2024,17:27,Thursday,September,Q3,Breakfast,dine-in,Card,Completed,,3,437,75,2143
B2517,C1090,Rome,30-06-2022,15:02,Thursday,June,Q2,Lunch,online,UPI,Completed,,2,1430,171,2066
B2518,C519,Rome,04-07-2022,20:47,Monday,July,Q3,Dinner,Online,Cash,Completed,,3,919,52,355
B2519,C671,ROME,20-01-2023,13:18,Friday,January,Q1,Breakfast,Dine-In,Cash,Refunded,,5,1284,185,812
B2520,C169,ROME,02-01-2024,20:43,Tuesday,January,Q1,Dinner,online,,Completed,,4,919,44,767
B2521,C417,MILAN ,04-07-2022,10:32,Monday,July,Q3,Dinner,dine-in,Card,Completed,,5,1065,70,897
B2522,C652,ROME,06-05-2024,22:05,Monday,May,Q2,Lunch,dine-in,UPI,Refunded,,6,543,145,1477
B2523,C704,ROME,03-11-2023,21:39,Friday,November,Q4,Breakfast,DINE IN,UPI,Refunded,Late delivery,1,649,161,1118
B2524,C740,ROME,08-11-2023,22:56,Wednesday,November,Q4,Breakfast,online,,Completed,Late delivery,2,740,157,770
B2525,C452,MILAN ,18-07-2022,17:48,Monday,July,Q3,Dinner,Dine-In,Card,Refunded,,2,1391,36,2027
B2526,C789,milan,13-06-2023,13:08,Tuesday,June,Q2,Dinner,DINE IN,Cash,Completed,,1,1711,175,2144
B2527,C1177,Rome,28-01-2024,20:53,Sunday,January,Q1,Breakfast,Dine-In,Card,Completed,,5,943,59,1317
B2528,C605,Milan,31-01-2023,10:18,Tuesday,January,Q1,Dinner,online,Card,Completed,,1,980,184,1079
B2529,C401,Milan,13-01-2024,10:20,Saturday,January,Q1,Breakfast,Dine-In,Cash,Completed,,3,321,135,1253
B2530,C181,Florence,27-12-2024,20:06,Friday,December,Q4,Breakfast,DINE IN,,Completed,Late delivery,5,920,189,1922
B2531,C655,Rome,03-10-2023,15:47,Tuesday,October,Q4,Dinner,online,Cash,Refunded,,3,921,50,1953
B2532,C202,milan,12-01-2023,15:39,Thursday,January,Q1,Dinner,Online,UPI,Completed,,4,928,195,518
B2533,C47,Rome,30-07-2022,10:58,Saturday,July,Q3,Dinner,online,,Refunded,Late delivery,1,335,35,2183
B2534,C272,milan,14-12-2024,19:16,Saturday,December,Q4,Breakfast,Dine-In,,Refunded,,4,1988,148,2244
B2535,C312,Florence,15-09-2022,10:40,Thursday,September,Q3,Lunch,Online,,Completed,Late delivery,4,1566,165,1945
B2536,C300,Milan,21-02-2024,17:12,Wednesday,February,Q1,Dinner,Online,,Refunded,Late delivery,1,1827,20,372
B2537,C1165,milan,09-12-2023,11:42,Saturday,December,Q4,Dinner,Online,,Completed,,5,1584,136,450
B2538,C324,milan,17-02-2023,09:02,Friday,February,Q1,Dinner,online,UPI,Refunded,,5,1310,52,870
B2539,C1140,Rome,27-01-2023,10:09,Friday,January,Q1,Dinner,Online,Card,Completed,,2,1768,31,1028
B2540,C48,Florence,14-11-2024,11:58,Thursday,November,Q4,Dinner,DINE IN,,Completed,,1,889,161,408
B2541,C373,MILAN ,22-12-2022,09:26,Thursday,December,Q4,Lunch,Online,,Completed,,4,1718,175,1048
B2542,C1187,Milan,27-03-2022,13:55,Sunday,March,Q1,Breakfast,DINE IN,UPI,Completed,,6,831,72,422
B2543,C797,MILAN ,12-07-2022,19:53,Tuesday,July,Q3,Lunch,online,Cash,Completed,Late delivery,5,1307,155,1391
B2544,C907,Florence,11-11-2024,15:22,Monday,November,Q4,Lunch,DINE IN,Cash,Completed,,4,1649,33,1203
B2545,C283,ROME,20-09-2022,09:56,Tuesday,September,Q3,Breakfast,Dine-In,Cash,Refunded,,1,872,143,2051
B2546,C916,Milan,22-07-2023,21:36,Saturday,July,Q3,Dinner,Dine-In,Cash,Refunded,,2,974,51,1906
B2547,C1068,ROME,10-06-2023,21:48,Saturday,June,Q2,Lunch,dine-in,Cash,Refunded,Late delivery,3,930,38,1556
